,Throughput of MLD on Link 1,Throughput of MLD on Link 2,Throughput of SLD on Link 1,Throughput of SLD on Link 2,Access Delay of MLD on Link 1,Access Delay of MLD on Link 2,Queueing Delay of MLD on Link 1,Queueing Delay of MLD on Link 2,Access Delay of SLD on Link 1,Access Delay of SLD on Link 2,Queueing Delay of SLD on Link 1,Queueing Delay of SLD on Link 2,p of MLD on Link 1,p of MLD on Link 2,p of SLD on Link 1,p of SLD on Link 2,success transmit ratio,weighted e2e delay of mld,alpha of link 1,alpha of link 2,sec access delay of mld on Link 0,sec access delay of mld on Link 1,sec access delay of sld on Link 0,sec access delay of sld on Link 1
0,0.001886,0.0012502,0.0202858,0.0237217,214.377624602333,89.93281075027996,674.5624072110286,16.805631099024158,788.9529325932425,168.6376229359616,5286123.472059273,3625784.3448024383,0.558219380808619,0.7286397015969227,0.5431431715525759,0.757436522938592,0.7173777745991506,576.0593958277386,0.0633248,0.0957796,460028.03202545067,460028.03202545067,8710939.057182858,8710939.057182858
1,0.001881,0.0012777,0.0202548,0.0236908,221.37070707070708,90.67011035454333,862.9090909090909,15.590044611411129,790.2836167229497,168.84056680230302,5286367.716042617,3604281.40492934,0.552958814710292,0.7247716830222928,0.5417300764126444,0.756805106105668,0.7176759173910062,693.0719407742605,0.063099,0.0954082,583067.6888357257,583067.6888357257,8603668.336226474,8603668.336226474
2,0.0018702,0.0012387,0.0202703,0.0237067,226.29125227248423,87.92548639702915,776.1309485616512,12.809154759021554,789.0380704774966,168.723753200572,5262561.253173362,3644599.7407188686,0.5493317667792628,0.7301933506248526,0.5423781874615364,0.7558184762924988,0.7191376927247597,641.7471769629016,0.063202,0.0958911,531715.5821302534,531715.5821302534,8608247.864244733,8608247.864244733
3,0.0018749,0.0012529,0.0203146,0.0236972,217.57816416875568,91.43874211828557,756.5702704144221,15.976933514246948,787.6639313597117,168.7928995830731,5245397.270007778,3600095.1877183802,0.5534433391386486,0.7215087820328246,0.5441823709835122,0.7565044725231926,0.7187919800798088,627.4553310029196,0.0629481,0.0957308,509888.8015894181,509888.8015894181,8691168.44065352,8691168.44065352
4,0.0018594,0.0012475,0.0203173,0.0237446,210.2618586640852,90.10925851703406,534.2777777777778,14.84745490981964,787.8038863431657,168.46378966164937,5264857.105550442,3594448.727272727,0.5542506259687612,0.725923770730288,0.5439399658921453,0.7579644266251261,0.7183412398059805,488.70646723585924,0.0632024,0.0952576,410824.9955361945,410824.9955361945,8525107.004410034,8525107.004410034
