,Throughput of MLD on Link 1,Throughput of MLD on Link 2,Throughput of SLD on Link 1,Throughput of SLD on Link 2,Access Delay of MLD on Link 1,Access Delay of MLD on Link 2,Queueing Delay of MLD on Link 1,Queueing Delay of MLD on Link 2,Access Delay of SLD on Link 1,Access Delay of SLD on Link 2,Queueing Delay of SLD on Link 1,Queueing Delay of SLD on Link 2,p of MLD on Link 1,p of MLD on Link 2,p of SLD on Link 1,p of SLD on Link 2,success transmit ratio,weighted e2e delay of mld,alpha of link 1,alpha of link 2,sec access delay of mld on Link 0,sec access delay of mld on Link 1,sec access delay of sld on Link 0,sec access delay of sld on Link 1
0,0.0015776,0.0015695,0.0229894,0.0207882,99.10794878296146,217.80675374323033,34.221158722109536,545.3870659445683,217.5044542267306,721.7498725238356,3949645.438019261,5011379.616046604,0.6983311938382541,0.5565602836879433,0.7166562236000835,0.5552952615509545,0.715657013178544,448.2614635964348,0.0875421,0.0643523,37905.59273580122,37905.59273580122,301110.50317537645,301110.50317537645
1,0.00155,0.0015661,0.0229904,0.0207183,101.02483870967743,213.21346018772746,29.44890322580645,529.2333822872102,217.44556858514858,724.1170897226124,3969718.09065523,5058654.75808826,0.6903924101376331,0.557886862353947,0.7152247832430633,0.5514644819215536,0.714691494638837,436.4602922052108,0.0874476,0.0644324,32503.749483870968,32503.749483870968,273092.04388788366,273092.04388788366
2,0.0015788,0.001581,0.0229486,0.020762,100.61293387382823,211.6313092979127,28.217443628071955,496.5086021505376,217.861538394499,722.5888209228398,3985129.7371342913,4991501.1099701375,0.6939475187903829,0.5531259839764895,0.7142043527108743,0.5541113987563052,0.7136664357332643,418.4851444751753,0.0875323,0.0641951,29791.161325057004,29791.161325057004,272009.1380607096,272009.1380607096
3,0.001556,0.001565,0.0230393,0.0207403,101.77133676092545,211.5385303514377,30.5456940874036,467.6932268370607,217.02042596780285,723.1095017911988,3926389.2036520205,5034570.834255049,0.6933737355732811,0.5546695020379231,0.7179364930977533,0.552441200756466,0.7157326398903676,405.7743940184137,0.0871612,0.0643331,35421.62172236504,35421.62172236504,295406.9545211877,295406.9545211877
4,0.0015472,0.0015729,0.0230274,0.0207534,99.54724663908996,208.087100260665,28.4563728024819,484.4414775255897,217.13018838427266,722.9442308248287,3938565.6041541817,5011972.960816059,0.6987940924077504,0.56175,0.7168664759372773,0.5533266145158452,0.7156291006744179,410.2660986139133,0.0875384,0.0644108,30873.135018097208,30873.135018097208,299750.3119023424,299750.3119023424
