,Throughput of MLD on Link 1,Throughput of MLD on Link 2,Throughput of SLD on Link 1,Throughput of SLD on Link 2,Access Delay of MLD on Link 1,Access Delay of MLD on Link 2,Queueing Delay of MLD on Link 1,Queueing Delay of MLD on Link 2,Access Delay of SLD on Link 1,Access Delay of SLD on Link 2,Queueing Delay of SLD on Link 1,Queueing Delay of SLD on Link 2,p of MLD on Link 1,p of MLD on Link 2,p of SLD on Link 1,p of SLD on Link 2,success transmit ratio,weighted e2e delay of mld,alpha of link 1,alpha of link 2,sec access delay of mld on Link 0,sec access delay of mld on Link 1,sec access delay of sld on Link 0,sec access delay of sld on Link 1
0,0.0,0.0,0.0031292,0.0,,,,,43.34689377476671,,0.17745749712386552,,,,0.9956726485936108,,1.0,,0.8996819,0.9999999,,,2004.723603476927,2004.723603476927
1,0.0,0.0,0.0031353,0.0,,,,,43.40560711893599,,0.14655694829840846,,,,0.9952385487096467,,1.0,,0.8994678,0.9999999,,,2012.2041271967594,2012.2041271967594
2,0.0,0.0,0.0031355,0.0,,,,,43.319055971934304,,0.1532769893158986,,,,0.9957445457143764,,1.0,,0.899483,0.9999999,,,1997.4476479030457,1997.4476479030457
3,0.0,0.0,0.0031367,0.0,,,,,43.30901903274142,,0.1403385723849906,,,,0.9954301672431849,,1.0,,0.8994311,0.9999999,,,1999.0280230815827,1999.0280230815827
4,0.0,0.0,0.0031303,0.0,,,,,43.35868766571894,,0.15113567389707055,,,,0.9955474986483478,,1.0,,0.8996413,0.9999999,,,2007.9923010574066,2007.9923010574066
