,Throughput of MLD on Link 1,Throughput of MLD on Link 2,Throughput of SLD on Link 1,Throughput of SLD on Link 2,Access Delay of MLD on Link 1,Access Delay of MLD on Link 2,Queueing Delay of MLD on Link 1,Queueing Delay of MLD on Link 2,Access Delay of SLD on Link 1,Access Delay of SLD on Link 2,Queueing Delay of SLD on Link 1,Queueing Delay of SLD on Link 2,p of MLD on Link 1,p of MLD on Link 2,p of SLD on Link 1,p of SLD on Link 2,success transmit ratio,weighted e2e delay of mld,alpha of link 1,alpha of link 2,sec access delay of mld on Link 0,sec access delay of mld on Link 1,sec access delay of sld on Link 0,sec access delay of sld on Link 1
0,0.0,0.0,0.0062072,0.0,,,,,116.65467521587833,,2.73421188297461,,,,0.9919140912141647,,1.0,,0.8006887,0.9999999,,,16796.36427052455,16796.36427052455
1,0.0,0.0,0.0062563,0.0,,,,,116.75838754535428,,2.807921615012068,,,,0.9927955948394878,,1.0,,0.7991854,0.9999999,,,16860.183862666432,16860.183862666432
2,0.0,0.0,0.0062232,0.0,,,,,116.72575202468184,,2.6103451600462786,,,,0.9921244778879571,,1.000032138839788,,0.8001922,0.9999999,,,16856.351442987532,16856.351442987532
3,0.0,0.0,0.0062313,0.0,,,,,117.37624572721583,,2.6703256142377993,,,,0.9918345907745201,,1.0,,0.7999071,0.9999999,,,17120.79257939756,17120.79257939756
4,0.0,0.0,0.0062597,0.0,,,,,117.15093375081872,,2.7395881591769573,,,,0.9924059864290697,,1.0,,0.7990442,0.9999999,,,16941.140390114542,16941.140390114542
