,Throughput of MLD on Link 1,Throughput of MLD on Link 2,Throughput of SLD on Link 1,Throughput of SLD on Link 2,Access Delay of MLD on Link 1,Access Delay of MLD on Link 2,Queueing Delay of MLD on Link 1,Queueing Delay of MLD on Link 2,Access Delay of SLD on Link 1,Access Delay of SLD on Link 2,Queueing Delay of SLD on Link 1,Queueing Delay of SLD on Link 2,p of MLD on Link 1,p of MLD on Link 2,p of SLD on Link 1,p of SLD on Link 2,success transmit ratio,weighted e2e delay of mld,alpha of link 1,alpha of link 2,sec access delay of mld on Link 0,sec access delay of mld on Link 1,sec access delay of sld on Link 0,sec access delay of sld on Link 1
0,0.0003127,0.0028354,0.0125477,0.0031307,50.00319795330988,38.97224377512873,0.3402622321714103,2.4292516047118573,60.644883125991214,46.17529625962245,2.200411230743483,0.9463059379691443,0.9577335375191425,0.9941446653343151,0.9577154109772015,0.9909787287920993,1.000010623436363,42.29569186040466,0.5809097,0.8084798,3337.382155420531,3337.382155420531,5390.388852140233,5390.388852140233
1,0.0003237,0.0027869,0.0124838,0.0031284,49.64133456904541,39.003049983853025,0.4998455359901143,2.443503534393053,59.64101475512264,46.18610152154456,2.068809176692994,0.9478007927375016,0.962819750148721,0.9940788300338862,0.9612905709775537,0.9900313301053831,1.0000053411099894,42.316016176925025,0.5832884,0.8100623,3095.7111523015137,3095.7111523015137,5058.392372514779,5058.392372514779
2,0.0003123,0.0028003,0.0124768,0.0031351,50.27985910983029,39.04892332964325,0.49535702849823887,2.481341284862336,59.76994101051552,46.02609167171701,2.0969719799948705,0.963605626614781,0.9556303549571603,0.9942481803657021,0.9612104496814403,0.9905216264888945,1.0000053406250669,42.45475976688789,0.5838096,0.8094425,3262.5334614153057,3262.5334614153057,5053.477045396256,5053.477045396256
3,0.0003126,0.0028024,0.0124911,0.0031446,50.435060780550224,38.94554667427919,0.4580934101087652,2.5500642306594345,60.00964686857042,46.20555873561025,2.152764768515183,0.983781721045602,0.959778937672705,0.9943230201532784,0.9595694992855717,0.9899263363344456,1.0,42.43536523351066,0.583063,0.8090479,3222.8029430582214,3222.8029430582214,5142.717286708136,5142.717286708136
4,0.0003057,0.0028302,0.0124805,0.0031497,49.10271508014393,38.973464772807574,0.5933922145894668,2.4812380750477,59.812082849244824,46.315839603771785,2.1590721525579903,0.9853001873194273,0.9689381933438985,0.9943784695383319,0.9597800592148268,0.9906586148329873,0.9999946712706888,42.27884329254309,0.5837023,0.8080275,2925.953222113183,2925.953222113183,5142.537069828933,5142.537069828933
