,Throughput of MLD on Link 1,Throughput of MLD on Link 2,Throughput of SLD on Link 1,Throughput of SLD on Link 2,Access Delay of MLD on Link 1,Access Delay of MLD on Link 2,Queueing Delay of MLD on Link 1,Queueing Delay of MLD on Link 2,Access Delay of SLD on Link 1,Access Delay of SLD on Link 2,Queueing Delay of SLD on Link 1,Queueing Delay of SLD on Link 2,p of MLD on Link 1,p of MLD on Link 2,p of SLD on Link 1,p of SLD on Link 2,success transmit ratio,weighted e2e delay of mld,alpha of link 1,alpha of link 2,sec access delay of mld on Link 0,sec access delay of mld on Link 1,sec access delay of sld on Link 0,sec access delay of sld on Link 1
0,0.001265,0.001892,0.0078209,0.0078207,40.53596837944664,40.27389006342495,1.1152569169960473,1.7862050739957718,51.27362579754248,52.193972406562075,1.4438619596210154,1.3546613474497167,0.9800123954136969,0.9812260138989731,0.9797311686522104,0.979141887746798,1.0,41.896547201029506,0.706732,0.6864719,1831.3350197628458,1831.3350197628458,3260.075988696953,3260.075988696953
1,0.0012583,0.0018643,0.0078485,0.0078148,40.22609870460145,40.129002842890095,1.1723754271636335,1.785495896583168,51.13890552334841,52.46022930849158,1.316455373638275,1.4108870348569382,0.9793742216687422,0.9797666596594492,0.9805844650732768,0.9770454090818164,0.9999946768870436,41.70808889638998,0.7061464,0.6872825,1787.8088691091154,1787.8088691091154,3222.2922469261644,3222.2922469261644
2,0.0012258,0.0018697,0.0078154,0.0078491,40.15206395823136,40.27501738246777,1.0955294501550008,1.8249451783708617,51.04841722752514,52.51184212202673,1.2835555441819997,1.4176657196366462,0.982132841919718,0.9807490558120017,0.9799874608150471,0.9768515637639855,1.0000053305188195,41.75901489985772,0.7082407,0.6860148,1771.2176537771252,1771.2176537771252,3210.6278629372778,3210.6278629372778
3,0.0012561,0.0018476,0.0078502,0.0078102,40.223549080487224,40.308724832214764,1.0869357535228088,1.747456159341849,51.24615933352017,52.155322526951934,1.3968943466408499,1.3210545184502318,0.9828638497652582,0.9802631578947368,0.9807355954225176,0.979298584379271,1.0,41.75790252853798,0.706225,0.6882314,1785.3987739829631,1785.3987739829631,3251.095360627755,3251.095360627755
4,0.0012538,0.0018591,0.0078203,0.0078071,40.24373903333865,40.39675111613146,1.09267825809539,1.7092679253402183,51.09159495160032,52.449039976431706,1.2496067925782899,1.3812042884041449,0.9823709159288568,0.9795563517572053,0.9806264733911823,0.9780759449267736,1.0,41.79817834145663,0.7072581,0.6878114,1778.690062210879,1778.690062210879,3213.8751710292445,3213.8751710292445
