,Throughput of MLD on Link 1,Throughput of MLD on Link 2,Throughput of SLD on Link 1,Throughput of SLD on Link 2,Access Delay of MLD on Link 1,Access Delay of MLD on Link 2,Queueing Delay of MLD on Link 1,Queueing Delay of MLD on Link 2,Access Delay of SLD on Link 1,Access Delay of SLD on Link 2,Queueing Delay of SLD on Link 1,Queueing Delay of SLD on Link 2,p of MLD on Link 1,p of MLD on Link 2,p of SLD on Link 1,p of SLD on Link 2,success transmit ratio,weighted e2e delay of mld,alpha of link 1,alpha of link 2,sec access delay of mld on Link 0,sec access delay of mld on Link 1,sec access delay of sld on Link 0,sec access delay of sld on Link 1
0,0.0015813,0.0015868,0.0124533,0.0031343,42.36615442989945,35.327325434837405,1.7390122051476633,1.0351651121754475,65.10141087101411,44.588488657754525,2.71092802710928,0.8826532240053601,0.9548913043478261,0.9952333166081284,0.9484543148947837,0.9936594490061186,1.0000106635386954,40.23382859102998,0.5409112,0.8485538,2038.5892619996205,2038.5892619996205,6669.030570210306,6669.030570210306
1,0.0015686,0.0015629,0.0125024,0.0031158,42.64924136172383,35.37782327724103,1.6869820221853882,1.0712137692750656,65.42589422830817,44.660183580460874,2.853052213974917,0.8345850182938571,0.9524561296982209,0.9944642402646984,0.9484736299083572,0.9920402445236882,0.9999946666097772,40.392630215212655,0.539638,0.8498279,2097.2506693867144,2097.2506693867144,6827.43528442539,6827.43528442539
2,0.0015591,0.0015627,0.0125036,0.0031396,42.44006157398499,35.31535163499072,1.5719325251747802,1.1004031483970051,64.93245145398126,44.46955026117977,2.7246952877571258,0.8671805325519174,0.9546289493019838,0.9956039755351682,0.9502587759630949,0.9941420474335835,1.0,40.213874441273745,0.5402979,0.8491834,2031.881149381053,2031.881149381053,6620.523337278863,6620.523337278863
3,0.0015374,0.0015763,0.0124286,0.0031295,42.748146220892416,35.37816405506566,1.6590997788474047,1.0910359703102201,65.00667814556748,44.644064547052245,2.6697858165843296,0.8566224636523406,0.9496571746247452,0.994699312172651,0.9481618236052517,0.9934605250626964,1.0000160672682965,40.438223012557856,0.5429677,0.8490228,2114.609340444907,2114.609340444907,6685.449270231563,6685.449270231563
4,0.0015684,0.0015736,0.0125093,0.0031283,42.780413159908186,35.40683782409761,1.8047054322876817,1.0374300965937977,65.369517079293,44.52539718057731,2.786582782409887,0.8943515647476266,0.9506030668525365,0.9951935239058942,0.9474517348198529,0.9934895833333334,1.0000053249554035,40.514693256443636,0.539177,0.8491611,2138.1194848253,2138.1194848253,6841.8833747691715,6841.8833747691715
