,Throughput of MLD on Link 1,Throughput of MLD on Link 2,Throughput of SLD on Link 1,Throughput of SLD on Link 2,Access Delay of MLD on Link 1,Access Delay of MLD on Link 2,Queueing Delay of MLD on Link 1,Queueing Delay of MLD on Link 2,Access Delay of SLD on Link 1,Access Delay of SLD on Link 2,Queueing Delay of SLD on Link 1,Queueing Delay of SLD on Link 2,p of MLD on Link 1,p of MLD on Link 2,p of SLD on Link 1,p of SLD on Link 2,success transmit ratio,weighted e2e delay of mld,alpha of link 1,alpha of link 2,sec access delay of mld on Link 0,sec access delay of mld on Link 1,sec access delay of sld on Link 0,sec access delay of sld on Link 1
0,0.001545,0.0015664,0.003149,0.0030959,639.5396116504854,645.6485572012257,22.101618122977346,22.479634831460675,44.88316926008257,44.86953712975225,0.12705620832010162,0.12871862786265706,0.993696938512992,0.9942240558552841,0.9936261517102107,0.9942833285159135,1.0,664.8847109030746,0.8493869,0.8504445,545250.873592233,545250.873592233,2191.572403937758,2191.572403937758
1,0.001564,0.0015513,0.0031251,0.0031473,640.6052429667519,644.8061625733257,19.46643222506394,21.9945207245536,44.865668298614445,45.00683125218441,0.1155163034782887,0.15225749054745338,0.9938993390950687,0.994104453700737,0.9933882195873994,0.9928704375532351,0.9999786959809969,663.4361792448476,0.8495383,0.8492154,546418.0262148337,546418.0262148337,2181.5477584717287,2181.5477584717287
2,0.0015794,0.0015732,0.0031528,0.0031556,639.8346840572369,642.2436435291127,22.201278966696215,23.58155352148487,45.00580436437453,45.01407022436304,0.15785968028419184,0.145994422613766,0.9950229950229951,0.9938720070756207,0.9929765991622311,0.9927953437155891,1.0000422806164513,663.9305800372654,0.8481649,0.8482382,545517.6938710903,545517.6938710903,2203.238105810708,2203.238105810708
3,0.0015808,0.00157,0.0031385,0.003144,641.2747975708502,639.9139490445859,21.56028593117409,23.10248407643312,44.80888959694121,44.914153944020356,0.13796399553927036,0.12385496183206107,0.9963443842178242,0.9951194777207327,0.9937308045467498,0.9928003031451307,1.0,662.9257583115217,0.8486367,0.8487415,541292.1848431174,541292.1848431174,2179.455058148797,2179.455058148797
4,0.0015591,0.0015696,0.0031037,0.0031317,643.7349753062664,639.8923929663608,20.35680841511128,20.32658002038736,44.898153816412666,44.91966024842737,0.13477462383606664,0.14707666762461283,0.9948950290345223,0.9953075459733671,0.9927710072609794,0.9923947143264569,1.0000106791969243,662.155378354063,0.8503772,0.8491344,550165.5381951126,550165.5381951126,2194.580790669201,2194.580790669201
